,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Pfdn1.1,4.17E-30,-0.179514389,0.099,0.212,5.33E-26,atlas_48h_alh,Pfdn1
beat-IIa.1,8.54E-30,-0.350760923,0.17,0.303,1.09E-25,atlas_48h_alh,beat-IIa
CG15628.1,8.41E-29,-0.171581664,0.139,0.268,1.08E-24,atlas_48h_alh,CG15628
Usp7.1,9.44E-29,-0.141778206,0.152,0.29,1.21E-24,atlas_48h_alh,Usp7
Rbp6.2,1.06E-28,-0.222123003,0.654,0.841,1.35E-24,atlas_48h_alh,Rbp6
eys,1.18E-28,-0.311229539,0.13,0.25,1.51E-24,atlas_48h_alh,eys
beat-Ic.1,1.32E-28,-0.422286966,0.155,0.276,1.69E-24,atlas_48h_alh,beat-Ic
Socs36E.1,1.74E-28,-0.169971144,0.141,0.271,2.23E-24,atlas_48h_alh,Socs36E
Nlg2.1,2.11E-28,-0.118837992,0.257,0.439,2.70E-24,atlas_48h_alh,Nlg2
Dad1,2.34E-28,-0.204238673,0.095,0.202,2.99E-24,atlas_48h_alh,Dad1
UQCR-C2,2.47E-28,-0.102071445,0.174,0.321,3.16E-24,atlas_48h_alh,UQCR-C2
Hk.1,2.70E-28,-0.154815982,0.146,0.278,3.46E-24,atlas_48h_alh,Hk
Mnn1.1,4.47E-28,-0.217956941,0.113,0.227,5.72E-24,atlas_48h_alh,Mnn1
ct.1,5.99E-28,-0.465659553,0.252,0.384,7.66E-24,atlas_48h_alh,ct
ND-PDSW,7.96E-28,-0.10665024,0.21,0.375,1.02E-23,atlas_48h_alh,ND-PDSW
Rab2.1,1.30E-27,-0.171723615,0.106,0.217,1.67E-23,atlas_48h_alh,Rab2
porin,1.54E-27,-0.177988908,0.483,0.732,1.97E-23,atlas_48h_alh,porin
nSyb.1,1.59E-27,-0.206813066,0.494,0.736,2.03E-23,atlas_48h_alh,nSyb
RpII18.1,3.43E-27,-0.144811716,0.109,0.22,4.39E-23,atlas_48h_alh,RpII18
CG42260.1,3.62E-27,-0.13584111,0.165,0.303,4.63E-23,atlas_48h_alh,CG42260
Ntf-2.1,4.35E-27,-0.209140515,0.1,0.206,5.56E-23,atlas_48h_alh,Ntf-2
eIF3i,7.18E-27,-0.119855829,0.097,0.202,9.19E-23,atlas_48h_alh,eIF3i
ND-39,1.53E-26,-0.132495287,0.102,0.209,1.95E-22,atlas_48h_alh,ND-39
Spn.1,1.88E-26,-0.166998285,0.115,0.227,2.41E-22,atlas_48h_alh,Spn
SmD2,1.00E-25,-0.100336587,0.128,0.245,1.28E-21,atlas_48h_alh,SmD2
AstC-R2.2,2.09E-25,-0.281857385,0.112,0.213,2.67E-21,atlas_48h_alh,AstC-R2
RpL35A.1,2.51E-25,-0.175761813,0.37,0.583,3.22E-21,atlas_48h_alh,RpL35A
RpS2.1,3.88E-25,-0.179692127,0.603,0.819,4.97E-21,atlas_48h_alh,RpS2
RpL36.1,4.41E-25,-0.304966652,0.631,0.819,5.65E-21,atlas_48h_alh,RpL36
Fim.1,4.66E-25,-0.126268658,0.109,0.214,5.96E-21,atlas_48h_alh,Fim
tipE,1.19E-24,-0.167013645,0.128,0.241,1.52E-20,atlas_48h_alh,tipE
glec,1.56E-24,-0.143752822,0.138,0.255,2.00E-20,atlas_48h_alh,glec
dpr8.1,2.33E-24,-0.212588299,0.115,0.218,2.98E-20,atlas_48h_alh,dpr8
Gprk2,2.99E-24,-0.11570063,0.142,0.261,3.83E-20,atlas_48h_alh,Gprk2
RpS15.1,8.86E-24,-0.276992681,0.619,0.819,1.13E-19,atlas_48h_alh,RpS15
RpS11.1,1.14E-23,-0.21822201,0.592,0.815,1.46E-19,atlas_48h_alh,RpS11
RpL17.1,3.39E-23,-0.165790626,0.435,0.656,4.34E-19,atlas_48h_alh,RpL17
wry.2,4.06E-22,-0.121498791,0.224,0.364,5.20E-18,atlas_48h_alh,wry
RpS16.1,5.65E-20,-0.113248452,0.374,0.569,7.23E-16,atlas_48h_alh,RpS16
HmgD.2,1.51E-19,-0.120956658,0.413,0.62,1.93E-15,atlas_48h_alh,HmgD
RpL14.1,2.37E-19,-0.185069124,0.589,0.798,3.04E-15,atlas_48h_alh,RpL14
sesB,9.12E-19,-0.107435615,0.581,0.799,1.17E-14,atlas_48h_alh,sesB
ctp.1,6.36E-18,-0.14232704,0.615,0.828,8.15E-14,atlas_48h_alh,ctp
RpL26.1,1.17E-17,-0.113835156,0.486,0.703,1.49E-13,atlas_48h_alh,RpL26
RpS8.1,4.80E-17,-0.139873348,0.533,0.747,6.15E-13,atlas_48h_alh,RpS8
shep.1,2.90E-16,-0.186268775,0.76,0.89,3.71E-12,atlas_48h_alh,shep
RpL18A.1,8.32E-16,-0.140853861,0.598,0.808,1.06E-11,atlas_48h_alh,RpL18A
p23,1.83E-15,0.121104281,0.215,0.348,2.34E-11,atlas_48h_alh,p23
RpS17.1,8.19E-15,-0.164356664,0.458,0.645,1.05E-10,atlas_48h_alh,RpS17
RpLP2,2.22E-14,-0.139721559,0.676,0.862,2.84E-10,atlas_48h_alh,RpLP2
Eip63E,4.76E-14,0.120298025,0.193,0.306,6.09E-10,atlas_48h_alh,Eip63E
RpS23.1,6.15E-14,-0.106561624,0.417,0.599,7.87E-10,atlas_48h_alh,RpS23
14-3-3epsilon.2,6.80E-13,-0.121171464,0.732,0.885,8.70E-09,atlas_48h_alh,14-3-3epsilon
CG7781,1.12E-10,0.163050873,0.271,0.408,1.43E-06,atlas_48h_alh,CG7781
Fer2LCH,1.38E-10,0.152775959,0.268,0.403,1.76E-06,atlas_48h_alh,Fer2LCH
Rack1.1,4.84E-10,0.108968028,0.291,0.431,6.19E-06,atlas_48h_alh,Rack1
CG31221.1,1.20E-09,-0.170043684,0.517,0.627,1.53E-05,atlas_48h_alh,CG31221
Calr,1.76E-09,0.126273408,0.277,0.407,2.25E-05,atlas_48h_alh,Calr
RpS27A.1,2.81E-09,-0.133646259,0.599,0.784,3.59E-05,atlas_48h_alh,RpS27A
RpS25,7.50E-09,-0.110429551,0.803,0.926,9.60E-05,atlas_48h_alh,RpS25
Nrg.2,2.68E-07,0.184235601,0.296,0.424,0.003425747,atlas_48h_alh,Nrg
eEF5,2.16E-06,0.189502251,0.335,0.479,0.027606495,atlas_48h_alh,eEF5
RpS19a.1,3.47E-06,0.112712835,0.377,0.533,0.044387446,atlas_48h_alh,RpS19a
RpS15Aa.1,4.13E-05,0.152144786,0.36,0.5,0.528940529,atlas_48h_alh,RpS15Aa
chic,0.000106104,0.256614892,0.275,0.383,1,atlas_48h_alh,chic
RpS7,0.000122433,0.22722396,0.665,0.788,1,atlas_48h_alh,RpS7
RpL34b.1,0.000134079,0.177246405,0.354,0.489,1,atlas_48h_alh,RpL34b
CG7646,0.000136121,0.180424131,0.345,0.472,1,atlas_48h_alh,CG7646
CASK.1,0.000170002,0.167862501,0.366,0.501,1,atlas_48h_alh,CASK
RpL9.1,0.000317393,0.166162781,0.346,0.471,1,atlas_48h_alh,RpL9
ATPsynC,0.000459412,0.207358399,0.723,0.843,1,atlas_48h_alh,ATPsynC
RpL37a.1,0.005383245,0.146562,0.681,0.801,1,atlas_48h_alh,RpL37a
lncRNA:CR31451,0.00755603,0.285513609,0.304,0.406,1,atlas_48h_alh,lncRNA:CR31451
tsr,0.013778712,0.119385045,0.499,0.661,1,atlas_48h_alh,tsr
RpL23A.1,0.020555406,0.242226993,0.38,0.514,1,atlas_48h_alh,RpL23A
Snap25.1,0.023842115,0.212885618,0.385,0.509,1,atlas_48h_alh,Snap25
aqz.1,0.049692469,0.315580503,0.48,0.588,1,atlas_48h_alh,aqz
