"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Prosalpha6",5.98328424593738e-71,-0.44005312584552,0.157,0.561,7.65740717795065e-67,"Nonannotated progenitors","Prosalpha6"
"E(spl)m4-BFM",1.03830848949161e-70,-0.393060848543747,0.241,0.743,1.32882720485136e-66,"Nonannotated progenitors","E(spl)m4-BFM"
"CG1416",3.82169640499331e-70,-0.426762227655633,0.046,0.28,4.89100705911044e-66,"Nonannotated progenitors","CG1416"
"Nop56",9.69454866756057e-70,-0.400076543546922,0.199,0.646,1.2407083384744e-65,"Nonannotated progenitors","Nop56"
"CG7414",1.2654641383572e-69,-0.295137467132271,0.113,0.455,1.61954100426954e-65,"Nonannotated progenitors","CG7414"
"HIP-R",6.34870546551796e-69,-0.298264712447422,0.088,0.389,8.12507325476988e-65,"Nonannotated progenitors","HIP-R"
"Vps29",9.32163528949777e-69,-0.338634774004067,0.057,0.309,1.19298288434992e-64,"Nonannotated progenitors","Vps29"
"Prosbeta1",3.21424562030843e-68,-0.355367472586225,0.186,0.617,4.11359154487073e-64,"Nonannotated progenitors","Prosbeta1"
"Ssrp",5.13326704555051e-68,-0.351229162428603,0.163,0.565,6.56955516489555e-64,"Nonannotated progenitors","Ssrp"
"CG10939",9.00639909304126e-68,-0.212456065071979,0.144,0.524,1.15263895592742e-63,"Nonannotated progenitors","CG10939"
"CG30349",9.83173701187825e-68,-0.304586566774123,0.109,0.438,1.25826570278018e-63,"Nonannotated progenitors","CG30349"
"Nsun2",1.61009214109947e-67,-0.252800997465431,0.055,0.301,2.0605959221791e-63,"Nonannotated progenitors","Nsun2"
"P32",1.78556298346976e-67,-0.307861609955272,0.093,0.398,2.28516350624459e-63,"Nonannotated progenitors","P32"
"Syb",3.88035877322117e-67,-0.26606222744861,0.083,0.373,4.96608315796846e-63,"Nonannotated progenitors","Syb"
"TfIIFalpha",4.95421664035575e-67,-0.305056634130831,0.098,0.411,6.34040645632729e-63,"Nonannotated progenitors","TfIIFalpha"
"chn",1.01652718642024e-66,-0.220966310843693,0.058,0.309,1.30095149318062e-62,"Nonannotated progenitors","chn"
"vig2",1.37258868206485e-66,-0.384263421511173,0.19,0.619,1.75663899530659e-62,"Nonannotated progenitors","vig2"
"La",1.43651451362501e-66,-0.263127250118607,0.093,0.397,1.83845127453728e-62,"Nonannotated progenitors","La"
"Brd",1.65424303593328e-66,-0.266735556253332,0.21,0.66,2.11710023738741e-62,"Nonannotated progenitors","Brd"
"E(spl)m2-BFM",2.2556106979241e-66,-0.347719470222472,0.142,0.509,2.88673057120326e-62,"Nonannotated progenitors","E(spl)m2-BFM"
"eIF3d1",4.2138682247481e-66,-0.344827911721928,0.083,0.369,5.39290855403262e-62,"Nonannotated progenitors","eIF3d1"
"Uhg2",5.38539293050447e-66,-0.179915188531658,0.091,0.392,6.89222587245962e-62,"Nonannotated progenitors","Uhg2"
"Inx3",7.59631948545151e-66,-0.347131748239601,0.06,0.309,9.72176967748084e-62,"Nonannotated progenitors","Inx3"
"Prps",7.81122353894216e-66,-0.33665057711479,0.193,0.625,9.99680388513817e-62,"Nonannotated progenitors","Prps"
"CG11417",8.1093189805836e-66,-0.290206251933653,0.043,0.265,1.03783064313509e-61,"Nonannotated progenitors","CG11417"
"mod",1.18056223143397e-65,-0.395118822543052,0.235,0.698,1.5108835437892e-61,"Nonannotated progenitors","mod"
"CG4364",2.55270605700175e-65,-0.273465458903011,0.111,0.438,3.26695321175084e-61,"Nonannotated progenitors","CG4364"
"Lsm12a",2.61219783318582e-65,-0.258118813792913,0.078,0.356,3.34309078691122e-61,"Nonannotated progenitors","Lsm12a"
"CCT1",3.74380971442974e-65,-0.276881640896756,0.085,0.373,4.79132767252718e-61,"Nonannotated progenitors","CCT1"
"eIF4G1",4.34561575940878e-65,-0.276645179611788,0.116,0.447,5.56151904889136e-61,"Nonannotated progenitors","eIF4G1"
"Hat1",9.68325482316666e-65,-0.288606719309952,0.068,0.328,1.23926295226887e-60,"Nonannotated progenitors","Hat1"
"msk",1.03474093338333e-64,-0.290540971600824,0.156,0.535,1.32426144654399e-60,"Nonannotated progenitors","msk"
"Pp1-87B",1.93301328527294e-64,-0.352502490802137,0.181,0.592,2.4738704024923e-60,"Nonannotated progenitors","Pp1-87B"
"CG11180",2.70065412933715e-64,-0.304868455131261,0.047,0.272,3.45629715472568e-60,"Nonannotated progenitors","CG11180"
"Dl",5.57788369618432e-64,-0.352731303937021,0.156,0.532,7.13857555437669e-60,"Nonannotated progenitors","Dl"
"Xpc",7.36573448925502e-64,-0.21804070570867,0.052,0.285,9.42666699934858e-60,"Nonannotated progenitors","Xpc"
"lark",7.99807759409666e-64,-0.215458885012149,0.111,0.433,1.02359397049249e-59,"Nonannotated progenitors","lark"
"Caf1-180",9.83608107632609e-64,-0.299742537713456,0.056,0.294,1.25882165614821e-59,"Nonannotated progenitors","Caf1-180"
"Task6",1.03088599707274e-63,-0.249123623654984,0.143,0.509,1.31932789905369e-59,"Nonannotated progenitors","Task6"
"CG11858",1.27495132239681e-63,-0.193560635235597,0.096,0.397,1.63168270240343e-59,"Nonannotated progenitors","CG11858"
"Rpn2",2.8351742342606e-63,-0.276966596811717,0.105,0.416,3.62845598500671e-59,"Nonannotated progenitors","Rpn2"
"mEFTs",3.07684094405179e-63,-0.226379600924654,0.059,0.302,3.93774104019748e-59,"Nonannotated progenitors","mEFTs"
"Trxr-1",3.22890751363126e-63,-0.254964193263804,0.106,0.42,4.13235583594529e-59,"Nonannotated progenitors","Trxr-1"
"CG7518",4.25040174149685e-63,-0.279258635075666,0.043,0.258,5.43966414876767e-59,"Nonannotated progenitors","CG7518"
"mgr",4.37704500376359e-63,-0.247246145314216,0.072,0.335,5.60174219581664e-59,"Nonannotated progenitors","mgr"
"Prp19",4.8609971977987e-63,-0.296205466606641,0.039,0.246,6.22110421374278e-59,"Nonannotated progenitors","Prp19"
"CG12288",5.96821793351971e-63,-0.209569971064296,0.092,0.383,7.63812531131852e-59,"Nonannotated progenitors","CG12288"
"RpLP0-like",7.96841886807758e-63,-0.23667278221263,0.053,0.285,1.01979824673657e-58,"Nonannotated progenitors","RpLP0-like"
"dom",9.25496116853736e-63,-0.172344955912818,0.064,0.315,1.18444993034941e-58,"Nonannotated progenitors","dom"
"CCT2",1.07602855579731e-62,-0.221500256105091,0.101,0.408,1.3771013457094e-58,"Nonannotated progenitors","CCT2"
"CG7206",1.42838384592259e-62,-0.340811742851431,0.018,0.18,1.82804564601173e-58,"Nonannotated progenitors","CG7206"
"Pabp2",1.62766248453124e-62,-0.196012612249551,0.173,0.575,2.08308244770309e-58,"Nonannotated progenitors","Pabp2"
"Mpcp2",2.45092840391563e-62,-0.186681147705009,0.079,0.351,3.13669817133123e-58,"Nonannotated progenitors","Mpcp2"
"Glo1",3.92290019729928e-62,-0.217766122917539,0.178,0.584,5.02052767250361e-58,"Nonannotated progenitors","Glo1"
"CG43066",3.92879376845676e-62,-0.240218965769922,0.062,0.307,5.02807026487097e-58,"Nonannotated progenitors","CG43066"
"eIF2gamma",4.96494249083965e-62,-0.250098627429627,0.068,0.321,6.35413339977659e-58,"Nonannotated progenitors","eIF2gamma"
"ovo",7.8059117262173e-62,-0.338582041624336,0.084,0.357,9.99000582721289e-58,"Nonannotated progenitors","ovo"
"eIF3c",8.27043024442012e-62,-0.292271361481873,0.169,0.559,1.05844966268089e-57,"Nonannotated progenitors","eIF3c"
"CCT4",1.08318407076637e-61,-0.173816447054118,0.117,0.443,1.3862589737668e-57,"Nonannotated progenitors","CCT4"
"Rox8",1.58619602808723e-61,-0.294823576750185,0.077,0.342,2.03001367674604e-57,"Nonannotated progenitors","Rox8"
"mge",1.68934795263162e-61,-0.249602829189188,0.065,0.312,2.16202750977795e-57,"Nonannotated progenitors","mge"
"CG5355",2.32033342344176e-61,-0.281441503826494,0.061,0.302,2.96956271532076e-57,"Nonannotated progenitors","CG5355"
"Sgt",3.1145083120465e-61,-0.179764505463727,0.095,0.389,3.9859477377571e-57,"Nonannotated progenitors","Sgt"
"ND-30",3.28193293458225e-61,-0.191292972739264,0.093,0.384,4.20021776967836e-57,"Nonannotated progenitors","ND-30"
"CG15093",3.3906042604106e-61,-0.278799127482164,0.087,0.367,4.33929533247349e-57,"Nonannotated progenitors","CG15093"
"NHP2",4.02644970399919e-61,-0.256897045681389,0.203,0.631,5.15305033117816e-57,"Nonannotated progenitors","NHP2"
"shn",4.14527555338456e-61,-0.284098608011939,0.044,0.255,5.30512365322156e-57,"Nonannotated progenitors","shn"
"fj",5.96228852828259e-61,-0.393673896843394,0.079,0.345,7.63053685849606e-57,"Nonannotated progenitors","fj"
"CG10576",1.14481764569526e-60,-0.273089322884613,0.152,0.517,1.46513762296079e-56,"Nonannotated progenitors","CG10576"
"CG9344",1.71243273991499e-60,-0.142934704130089,0.129,0.466,2.19157142054321e-56,"Nonannotated progenitors","CG9344"
"E(spl)m7-HLH",1.80769201781281e-60,-0.221822457971024,0.188,0.6,2.31348424439683e-56,"Nonannotated progenitors","E(spl)m7-HLH"
"Paics",2.2358044168057e-60,-0.290999503865399,0.062,0.302,2.86138249262794e-56,"Nonannotated progenitors","Paics"
"CG10463",2.36484793620161e-60,-0.254782629866076,0.086,0.362,3.02653238875083e-56,"Nonannotated progenitors","CG10463"
"Prosbeta6",3.56522739301919e-60,-0.211128094755046,0.114,0.428,4.56277801758596e-56,"Nonannotated progenitors","Prosbeta6"
"Aldh",7.67130019058865e-60,-0.195119018251443,0.124,0.452,9.81772998391536e-56,"Nonannotated progenitors","Aldh"
"Rpn13",8.43990230151237e-60,-0.296516228830052,0.058,0.29,1.08013869654755e-55,"Nonannotated progenitors","Rpn13"
"Gdh",1.05836673384467e-59,-0.134580090695975,0.117,0.436,1.35449774597441e-55,"Nonannotated progenitors","Gdh"
"RnrL",1.1634013692217e-59,-0.283538756765962,0.061,0.296,1.48892107232993e-55,"Nonannotated progenitors","RnrL"
"Rpn9",1.53081969506354e-59,-0.226321872476351,0.119,0.439,1.95914304574232e-55,"Nonannotated progenitors","Rpn9"
"Fkbp59",1.87769150747291e-59,-0.250141855755537,0.086,0.359,2.40306959126383e-55,"Nonannotated progenitors","Fkbp59"
"Moe",2.11675226708951e-59,-0.416011414897764,0.247,0.699,2.70901955142115e-55,"Nonannotated progenitors","Moe"
"SC35",9.4339832932632e-59,-0.240345352441688,0.178,0.572,1.20736118187182e-54,"Nonannotated progenitors","SC35"
"CG30122",9.85180653009364e-59,-0.188876201235183,0.07,0.318,1.26083419972138e-54,"Nonannotated progenitors","CG30122"
"Prosap",1.43583456989251e-58,-0.235091766962214,0.18,0.572,1.83758108254843e-54,"Nonannotated progenitors","Prosap"
"Desat1",1.63123951263862e-58,-0.18948435096222,0.064,0.302,2.0876603282749e-54,"Nonannotated progenitors","Desat1"
"wb",1.77282223524906e-58,-0.12547666557536,0.18,0.576,2.26885789667174e-54,"Nonannotated progenitors","wb"
"IntS11",2.30501495359391e-58,-0.225857524437478,0.088,0.362,2.94995813760949e-54,"Nonannotated progenitors","IntS11"
"MTA1-like",2.31327289601778e-58,-0.222831127603941,0.149,0.506,2.96052665232356e-54,"Nonannotated progenitors","MTA1-like"
"Nop60B",2.73551991503438e-58,-0.521510629022954,0.325,0.82,3.500918387261e-54,"Nonannotated progenitors","Nop60B"
"pch2",3.21896420669247e-58,-0.195694297599432,0.069,0.315,4.11963039172503e-54,"Nonannotated progenitors","pch2"
"REG",4.05570329020825e-58,-0.228101812961138,0.097,0.383,5.19048907080852e-54,"Nonannotated progenitors","REG"
"CG30015",4.97195501630092e-58,-0.263201646774902,0.049,0.261,6.36310802986192e-54,"Nonannotated progenitors","CG30015"
"CG8545",6.68287174355845e-58,-0.234206452538947,0.073,0.324,8.5527392574061e-54,"Nonannotated progenitors","CG8545"
"vig",7.22194269130173e-58,-0.232379501227855,0.166,0.54,9.24264225632795e-54,"Nonannotated progenitors","vig"
"CG3224",7.36391436750412e-58,-0.164596379957314,0.107,0.408,9.42433760753177e-54,"Nonannotated progenitors","CG3224"
"Uev1A",1.36372491163355e-57,-0.178385498450369,0.117,0.428,1.74529514190862e-53,"Nonannotated progenitors","Uev1A"
"CG8036",1.40495984114186e-57,-0.24270754145017,0.091,0.367,1.79806760469335e-53,"Nonannotated progenitors","CG8036"
"eIF3a",1.70287726580958e-57,-0.135173407156215,0.059,0.288,2.1793423247831e-53,"Nonannotated progenitors","eIF3a"
"Tom40",1.82906649143716e-57,-0.185978879934265,0.066,0.307,2.34083929574127e-53,"Nonannotated progenitors","Tom40"
"Cyt-c1",2.08044037209654e-57,-0.235551652656602,0.113,0.419,2.66254758820915e-53,"Nonannotated progenitors","Cyt-c1"
"kis",2.27697848910615e-57,-0.26219973002687,0.177,0.561,2.91407707035806e-53,"Nonannotated progenitors","kis"
"eIF3k",2.50302605778556e-57,-0.204980044715481,0.197,0.609,3.20337274875396e-53,"Nonannotated progenitors","eIF3k"
"Psn",2.70524240444113e-57,-0.241672363222553,0.064,0.299,3.46216922920376e-53,"Nonannotated progenitors","Psn"
"CG9281",3.34713988145608e-57,-0.243895463285321,0.098,0.381,4.2836696202875e-53,"Nonannotated progenitors","CG9281"
"Hsp60A",3.62050857132442e-57,-0.279997179886804,0.083,0.346,4.63352686958099e-53,"Nonannotated progenitors","Hsp60A"
"CG1703",3.75674290465416e-57,-0.200833792323225,0.11,0.409,4.80787956937639e-53,"Nonannotated progenitors","CG1703"
"Lam",4.66627371401649e-57,-0.295280246374011,0.199,0.602,5.97189709919831e-53,"Nonannotated progenitors","Lam"
"CG1910",5.07503463449776e-57,-0.241003317881164,0.145,0.488,6.49502932523024e-53,"Nonannotated progenitors","CG1910"
"eIF3g1",5.41051278435798e-57,-0.14650937094059,0.155,0.518,6.92437426142135e-53,"Nonannotated progenitors","eIF3g1"
"RpL22",7.27072101760305e-57,-0.33190375562109,0.229,0.666,9.30506875832838e-53,"Nonannotated progenitors","RpL22"
"Cwc25",7.71873289569161e-57,-0.217598530643968,0.054,0.274,9.87843435990612e-53,"Nonannotated progenitors","Cwc25"
"mbf1",8.0529470234625e-57,-0.121971080647159,0.101,0.392,1.03061616006273e-52,"Nonannotated progenitors","mbf1"
"lncRNA:CR46003",1.05012229438418e-56,-0.404609011607693,0.208,0.606,1.34394651235287e-52,"Nonannotated progenitors","lncRNA:CR46003"
"Pfdn2",1.05083779394944e-56,-0.166785045656441,0.139,0.476,1.34486220869649e-52,"Nonannotated progenitors","Pfdn2"
"lncRNA:CR43650",1.06608730998074e-56,-0.219937173679096,0.069,0.312,1.36437853931335e-52,"Nonannotated progenitors","lncRNA:CR43650"
"larp",1.22810080297672e-56,-0.207076955243779,0.097,0.38,1.57172340764961e-52,"Nonannotated progenitors","larp"
"Non1",1.55463829771672e-56,-0.168234386565757,0.147,0.496,1.98962609341786e-52,"Nonannotated progenitors","Non1"
"akirin",1.57446344970027e-56,-0.196708846921869,0.2,0.611,2.01499832292641e-52,"Nonannotated progenitors","akirin"
"Taldo",1.82736024698069e-56,-0.124948886424897,0.091,0.365,2.33865564408588e-52,"Nonannotated progenitors","Taldo"
"yps",1.85324551038525e-56,-0.326070777848101,0.241,0.688,2.37178360419105e-52,"Nonannotated progenitors","yps"
"AsnRS",2.03845355296241e-56,-0.264405933746292,0.07,0.312,2.60881285708129e-52,"Nonannotated progenitors","AsnRS"
"Tudor-SN",2.55144661439313e-56,-0.253186150729078,0.072,0.315,3.26534137710032e-52,"Nonannotated progenitors","Tudor-SN"
"CG8108",2.77372851053673e-56,-0.118945221119247,0.135,0.466,3.5498177477849e-52,"Nonannotated progenitors","CG8108"
"Claspin",2.90892396197243e-56,-0.302719677678188,0.049,0.257,3.72284088653232e-52,"Nonannotated progenitors","Claspin"
"CG13690",3.45476228210469e-56,-0.259683163569005,0.069,0.31,4.42140476863759e-52,"Nonannotated progenitors","CG13690"
"eIF5B",3.50425074465965e-56,-0.154359486919318,0.116,0.424,4.48474010301542e-52,"Nonannotated progenitors","eIF5B"
"Tango4",3.53435978200584e-56,-0.196728106977388,0.051,0.265,4.52327364901108e-52,"Nonannotated progenitors","Tango4"
"Dph5",3.70035577639336e-56,-0.18223709185946,0.096,0.375,4.73571532262822e-52,"Nonannotated progenitors","Dph5"
"eIF1A",4.22079431095795e-56,-0.257897526795444,0.225,0.658,5.40177255916399e-52,"Nonannotated progenitors","eIF1A"
"Rpt6",5.24566276978369e-56,-0.156053152033835,0.103,0.391,6.71339921276916e-52,"Nonannotated progenitors","Rpt6"
"Gp150",6.04748737361339e-56,-0.240139557662364,0.069,0.307,7.73957434075042e-52,"Nonannotated progenitors","Gp150"
"ND-39",7.99922482048824e-56,-0.150005349715902,0.155,0.51,1.02374079252609e-51,"Nonannotated progenitors","ND-39"
"PCNA",8.37697466695944e-56,-0.218983185579438,0.168,0.537,1.07208521787747e-51,"Nonannotated progenitors","PCNA"
"Manf",1.01869569291249e-55,-0.224565026564142,0.076,0.324,1.30372674778941e-51,"Nonannotated progenitors","Manf"
"CG9922",1.10804746161926e-55,-0.188094051206796,0.17,0.543,1.41807914138033e-51,"Nonannotated progenitors","CG9922"
"CD98hc",1.16768327808165e-55,-0.120822987666281,0.123,0.439,1.49440105928889e-51,"Nonannotated progenitors","CD98hc"
"MRG15",1.27298320060507e-55,-0.185490572697396,0.077,0.329,1.62916390013436e-51,"Nonannotated progenitors","MRG15"
"Art1",1.49290270481926e-55,-0.158051266323918,0.099,0.381,1.91061688162769e-51,"Nonannotated progenitors","Art1"
"BuGZ",1.50897203217662e-55,-0.100909251430978,0.09,0.361,1.93118240677963e-51,"Nonannotated progenitors","BuGZ"
"Ubc4",1.5280803589259e-55,-0.171233976177497,0.092,0.364,1.95563724335336e-51,"Nonannotated progenitors","Ubc4"
"CG7546",1.95317241493347e-55,-0.181365043781938,0.042,0.236,2.49967005663186e-51,"Nonannotated progenitors","CG7546"
"eEF1delta",2.05139318310186e-55,-0.228968378024428,0.199,0.6,2.62537299573377e-51,"Nonannotated progenitors","eEF1delta"
"cg",2.23538857801116e-55,-0.127841943702404,0.177,0.561,2.86085030213868e-51,"Nonannotated progenitors","cg"
"Cnx99A",2.4854793294128e-55,-0.167509820957349,0.088,0.354,3.18091644578251e-51,"Nonannotated progenitors","Cnx99A"
"GstZ2",2.6312139034921e-55,-0.369735131008203,0.242,0.682,3.36742755368919e-51,"Nonannotated progenitors","GstZ2"
"trx",2.67965238396364e-55,-0.130525577744973,0.086,0.351,3.42941912099667e-51,"Nonannotated progenitors","trx"
"AdamTS-B",3.49435350470484e-55,-0.141359363729378,0.16,0.52,4.47207361532126e-51,"Nonannotated progenitors","AdamTS-B"
"l(2)37Cc",4.5815468056301e-55,-0.102199025026282,0.105,0.395,5.8634636018454e-51,"Nonannotated progenitors","l(2)37Cc"
"kst",5.23718108464855e-55,-0.207990170412257,0.17,0.54,6.70254435213321e-51,"Nonannotated progenitors","kst"
"eIF3b",6.32359981568643e-55,-0.1334944455792,0.127,0.444,8.09294304411549e-51,"Nonannotated progenitors","eIF3b"
"CG1354",7.1616141930156e-55,-0.152608487630144,0.097,0.373,9.16543384422137e-51,"Nonannotated progenitors","CG1354"
"Spase25",7.49601273218325e-55,-0.173426599128642,0.086,0.346,9.59339709464812e-51,"Nonannotated progenitors","Spase25"
"eIF3m",7.64149139136158e-55,-0.132394850027861,0.114,0.414,9.77958068266455e-51,"Nonannotated progenitors","eIF3m"
"Adk2",8.36634768280741e-55,-0.152025045893589,0.104,0.391,1.07072517644569e-50,"Nonannotated progenitors","Adk2"
"Inx2",9.91414015851567e-55,-0.24258773118643,0.154,0.501,1.26881165748684e-50,"Nonannotated progenitors","Inx2"
"eIF2alpha",1.1492840483618e-54,-0.158721340440767,0.105,0.392,1.47085372509343e-50,"Nonannotated progenitors","eIF2alpha"
"lncRNA:CR45242",1.15110975098225e-54,-0.373109954451066,0.093,0.359,1.47319025930708e-50,"Nonannotated progenitors","lncRNA:CR45242"
"Nup205",1.21764750454275e-54,-0.209091799964631,0.033,0.211,1.55834527631381e-50,"Nonannotated progenitors","Nup205"
"plum",1.38242862446005e-54,-0.119507975111231,0.103,0.389,1.76923215358398e-50,"Nonannotated progenitors","plum"
"Tl",1.40315672669077e-54,-0.378911327132126,0.212,0.611,1.79575997881884e-50,"Nonannotated progenitors","Tl"
"Ref1",1.43409874070746e-54,-0.278375850454794,0.222,0.644,1.8353595683574e-50,"Nonannotated progenitors","Ref1"
"Prosalpha4",1.57654351281902e-54,-0.109185999357133,0.111,0.406,2.01766038770578e-50,"Nonannotated progenitors","Prosalpha4"
"ND-B16.6",1.89419551255851e-54,-0.137090729104145,0.127,0.443,2.42419141697239e-50,"Nonannotated progenitors","ND-B16.6"
"crp",1.92414549835268e-54,-0.145480781376501,0.131,0.454,2.46252140879176e-50,"Nonannotated progenitors","crp"
"alph",1.97290823152612e-54,-0.165176905700878,0.079,0.329,2.52492795470712e-50,"Nonannotated progenitors","alph"
"Larp4B",2.49714311325414e-54,-0.196155653577686,0.06,0.282,3.19584375634265e-50,"Nonannotated progenitors","Larp4B"
"pont",3.15902583055061e-54,-0.341267912306677,0.034,0.213,4.04292125793867e-50,"Nonannotated progenitors","pont"
"Fip1",4.84133443871993e-54,-0.206142846632965,0.066,0.296,6.19593981467377e-50,"Nonannotated progenitors","Fip1"
"ed",6.32124467497053e-54,-0.190516164856008,0.166,0.528,8.08992893502728e-50,"Nonannotated progenitors","ed"
"Gyf",8.76069812247748e-54,-0.229722022202212,0.046,0.244,1.12119414571467e-49,"Nonannotated progenitors","Gyf"
"CG13096",8.82574190552098e-54,-0.166476610384939,0.116,0.414,1.12951844906857e-49,"Nonannotated progenitors","CG13096"
"clu",1.26141625173565e-53,-0.146519662805096,0.191,0.583,1.61436051897129e-49,"Nonannotated progenitors","clu"
"SerRS",1.46963325959976e-53,-0.192074299998193,0.061,0.283,1.88083664563578e-49,"Nonannotated progenitors","SerRS"
"Prosbeta2",1.6136986011693e-53,-0.117449743668306,0.135,0.457,2.06521146977647e-49,"Nonannotated progenitors","Prosbeta2"
"Parp",1.6565406610517e-53,-0.352942840516279,0.075,0.313,2.12004073801396e-49,"Nonannotated progenitors","Parp"
"RpS15Ab",1.80567122767772e-53,-0.104121336310065,0.124,0.435,2.31089803718195e-49,"Nonannotated progenitors","RpS15Ab"
"Pfdn5",2.19945161696554e-53,-0.140439505422379,0.161,0.518,2.81485817939249e-49,"Nonannotated progenitors","Pfdn5"
"Mtor",3.39341223025579e-53,-0.233024156047326,0.058,0.272,4.34288897228136e-49,"Nonannotated progenitors","Mtor"
"CG13630",3.50887863793689e-53,-0.301820134373134,0.02,0.169,4.49066288083163e-49,"Nonannotated progenitors","CG13630"
"ND-24",3.93666481565779e-53,-0.226191006016818,0.092,0.354,5.03814363107884e-49,"Nonannotated progenitors","ND-24"
"snRNP-U1-70K",4.67373364355925e-53,-0.154122070333287,0.118,0.417,5.98144431702713e-49,"Nonannotated progenitors","snRNP-U1-70K"
"Idgf6",5.88635321040996e-53,-0.156293728776471,0.053,0.261,7.53335483868267e-49,"Nonannotated progenitors","Idgf6"
"CG3760",6.56184514140632e-53,-0.110422219053963,0.094,0.361,8.39784941197181e-49,"Nonannotated progenitors","CG3760"
"Prosalpha3",8.25231096567425e-53,-0.147572852483142,0.138,0.461,1.05613075738699e-48,"Nonannotated progenitors","Prosalpha3"
"CG2865",8.66461123777477e-53,-0.191797680709058,0.176,0.543,1.10889694621042e-48,"Nonannotated progenitors","CG2865"
"Rs1",1.08508438866085e-52,-0.163763776629442,0.085,0.339,1.38869100060816e-48,"Nonannotated progenitors","Rs1"
"CG10638",1.15429943144397e-52,-0.215566378910183,0.054,0.261,1.47727241236199e-48,"Nonannotated progenitors","CG10638"
"ras",1.21117169613826e-52,-0.238285395234594,0.041,0.227,1.55005753671774e-48,"Nonannotated progenitors","ras"
"Uch-L5",1.5191447545954e-52,-0.151287392119981,0.113,0.403,1.94420145693119e-48,"Nonannotated progenitors","Uch-L5"
"Srp19",1.6252639952925e-52,-0.147307403628261,0.059,0.276,2.08001286117534e-48,"Nonannotated progenitors","Srp19"
"SsRbeta",1.77005123445652e-52,-0.207765016492638,0.037,0.217,2.26531156985745e-48,"Nonannotated progenitors","SsRbeta"
"eIF6",1.87441435979936e-52,-0.205240669801069,0.059,0.274,2.39887549767123e-48,"Nonannotated progenitors","eIF6"
"Usp10",2.09232804128332e-52,-0.255826421512828,0.048,0.246,2.67776142723439e-48,"Nonannotated progenitors","Usp10"
"Tom20",2.16579151552972e-52,-0.165117791652474,0.183,0.559,2.77177998157494e-48,"Nonannotated progenitors","Tom20"
